Company Name,Predict
FighterBuzz,No
edufyMe,No
Big Boots,No
IRESC Hong Kong Limited,No
successtainment pvt ltd,No
Docturnal Private Limites,No
CliQ To Cart,No
EduNext Paris,No
goHerbs,No
Innovodigm Pvt Limited,No
ZILA,No
MyVirtualCV,No
Quixy,No
Lami.Fit,No
WEvolve,No
Truck World Classified,No
Neofi,No
Shreya Bera,No
CamfyVision Innovations Pvt. Ltd.,No
yogya.ai,Yes
JrnyOn,No
MyWow.in,No
Finixel Technologies Private Limited,No
Trivitron Healthcare,No
TartanSense,No
TartanSense,No
aahaa technologies,Yes
OSPEE PRIME VENTURES,Yes
Specmart Private Limited,No
Carjoz,No
Bleaf Technologies Pvt Ltd,No
GEMOPAI ELECTRIC,No
BookMyThings,No
NexAEI,No
Reckonsys Technologies,No
Angel SOS,Yes
Inchin Closer,No
Gstack Technologies ( OPC ) pvt ltd,No
Gstack Technologies ( OPC ) pvt ltd,No
TECHLEUM EDUCATION OPC PRIVATE LIMITED,No
Dexium Technologies Pvt Ltd.,No
Gofindd,No
Ornativa,No
Anavi Learning,No
Huloq,No
Sea6 Energy,Yes
ALGORHYTHM AGRITECH PRIVATE LIMITED,No
Agro,No
Utilize,No
Onsurity Technologies Pvt. Ltd.,No
Extreme IX,Yes
Adivid Technologies Pvt Ltd,No
Kislay Veggifarm Pvt Ltd,Yes
Aravind Automobiles,No
EdThruStory,No
Pathfix,No
Gaia,Yes
Ware-HuB,No
Nangia Andersen,Yes
Meghasoftech LLP,No
Megara Robotics Pvt. Ltd.,No
Ossus Biorenewables,No
FarmingForAll | Smart Way to Cultivate,No
Elear Solutions Tech Pvt. Ltd.,No
Plabeltech Private Limited,No
Quadito Private Limited,No
Tranalab Private Limited,No
Daskdan Innovations Pvt. Ltd.,No
«TECHALDO» RMA,No
Morphle labs Pvt Ltd,Yes
Bioroot Exploration India Pvt Ltd,No
Infinzi Traders Private Limited,No
ZeroPlast Labs Private Limited,No
Sekkei Bio Private ltd,Yes
Printstreet Online Retail Pvt Ltd,No
Megara Robotics Private Limited,No
CEO CLUBS INDIA,Yes
Tansha Quo,No
National Infotech,No
ideaForge,Yes
Drumlins Water Technologies Private Ltd,No
BeKarmic,No
Oropocket,No
Biotide Solutions LLP,No
Medtech For All,No
Co-Rank,No
Storymedia lab pvt ltd,Yes
CureSkin,No
Fusspot Business Consultants LLP,No
ImStrong,No
Kiot Innovations Pvt Ltd,No
Nex-Gen E-Commerce Private Limited,No
The Cloud Kitchen Company,No
Art Authenticator,No
Instalocate,No
manish enterprise,No
Humanity Cause,No
IdeaBoard,No
Deepsync Technologies Pvt. Ltd.,Yes
LetsTagOn,No
Clappia,No
Finchant,No
GroMo,No
XMACHINES,Yes
VenuePlus Solutions,No
SmileGifters,No
CultureMonkey,No
NeuroSensum International India Pvt Ltd,Yes
Rabbit and Tortoise Technology Solutions,No
AppiVa Software Pvt Ltd,No
BOT Shreyasi,No
Loktra,Yes
Suzami Tech Private Limited,No
RSIN FlexiRentals,No
Quaero,Yes
Astra Security,Yes
OnChain,No
Fabrik,No
Enercent,No
Laymen Agro Ventures Private Limited,No
EdYoda,No
"Marax AI, Inc",No
Artbandhu,No
Sigmapeiron Software Technologies Pvt Ltd,No
AvanSaber Inc,No
Inflooo,No
Qwerty Thoughts Media Pvt. Ltd.,No
Meal Eazy (Cook It Yourself),No
Meal Eazy (Cook It Yourself),No
Acom Digital Pvt. Ltd,No
Muthopay Limited,No
Squadgain Techlabs Pvt Ltd,Yes
Bank of Hodlers,No
ShilpMIS  Technologies Pvt. Ltd,No
ThingsCloud,No
nTalents.ai,No
VisualEz,No
AVIDIA LABS,No
Cityrene,No
Zimyo Consulting Private Limited,No
Torchit Electronics Pvt Ltd,No
Culture CoLab,No
SAI SOLAR ANALYTICS INDIA,No
Infilect Technologies pvt. ltd.,No
Virtual Health Care,No
Binaize,No
Cuddl Pillow,No
IndiaLends,No
Saathi,No
Saathi,No
Lemma,Yes
AptEner Mechatronics Private Limited,No
Farmpal Techlogi Private Limited,Yes
Universal Cancer Conquest India Private Limited,No
PlanetSpark,No
UnoTag Pte Ltd,No
Sofocle Technologies Pvt Ltd,No
Apliplo India Private Limited,No
pulkit srivastava,Yes
Nautilus Hearing Solutions Pvt Ltd,No
Driefcase Health-Tech Pvt. Ltd.,No
Alphaa AI Data Private Limited,No
CoutLoot,Yes
Fitato,No
My Lead Catalyst,No
Jiny,Yes
Pasto,No
The Pink Moon,No
Dhannocare,No
Feoster (Fusionfeoster technologies LLP),No
Prantae Solutions Pvt Ltd,No
Nutware India Private Limited,No
Avidia Labs,No
Board Infinity,No
World of hemp global pvt ltd,No
BrickView Studios,No
Skyroot Aerospace Pvt Ltd,Yes
Time,No
Kantar,Yes
Sanjeev Digital LLP,No
ShopR360,No
Elixar Systems,No
Decornt Online Service Pvt Ltd,No
Get set go,No
Demux Academy,No
Niche Market Exchange Singapore,No
trackNOW pvt ltd,No
TogetherV,No
Green buddies,No
Reflogy Inf Services Pvt Ltd,No
Intellectus,No
CellStrat,No
OFPOISON LLC,No
LetsDressUp,No
Epcure Pharmalab Private Limited,Yes
PharmaAI LLC,No
Gegadyne Energy,No
Fabheads,Yes
Voz,No
Chokocukies - Cake Delivery,No
HOB Rooms,No
parkguru.app,No
Shillong teer today,Yes
Ushva Clean Technology Pvt Ltd,No
Freshous Indoor Air Services Pvt Ltd,No
Vermedia,No
StoryXpress,Yes
Vermedia,No
BhaiFi Networks Pvt. Ltd.,No
FinArt,No
FlyNava Technologies,No
DoDoo-Anything For You,No
Wollf Movers,No
Gomalon technology ventures pvt ltd,No
SP Robotic Works,No
XAMPLAY Edutech Private LTD,No
SenseAble Smart Solution Pvt Ltd,No
Murmuration Solutions Pvt Ltd,No
Parentsalarm.com,No
Logikle,No
Aayuv Technologies (ekincare),No
Uznaka Solutions Pvt. Ltd.,No
ARKIDZOO PRIVATE LIMITED,No
BrainSight.AI,Yes
Ashva Wearable Technologies Pvt Ltd,No
Crux2Core Consulting,No
Riskcovry (UMBO IDTech Pvt Ltd),No
ezKarma (a Quantum Leap Tech Labs Pvt Ltd company),No
Emjoy Tech Private Limited,No
PerspectAI,No
Denali Management Services Pvt Ltd,Yes
Charzing,No
ClearTax,No
OneH Media,No
Salasar eCommerce Total Solution Pvt Ltd,No
WARDROBE- Fashion for all,No
FreightBro,Yes
Wolkus Technology solutions pvt limited,No
Clairco,Yes
Pytriot Solutions LLP,No
hethi business services pvt ltd,No
EasyCommute,No
Kalpnik technologies Pvt ltf,No
Critico Health Services Private Limited,No
EMPO SOFT SOLUTIONS PVT LTD,No
Portflip Ventures Private Limited,No
Bakbuck(बकबक),No
Dave.AI (Sociograph Solutions Private Limited),Yes
Shark Identity Pvt. Ltd,No
FELIXO travel gear PVT Ltd,No
TAXPARE FINTECH SERVICES,No
JUGO,No
Sonali life Insurance Company limited,Yes
SOLUS,No
Flubby Solutions,No
DoctorCart Online Pvt. Ltd.,No
DoctorCart Online Pvt. Ltd.,No
Ubergrad India Pvt Ltd,No
E-barristers,No
Gradeup,No
The Bombay Runway,No
AssessHub,Yes
Art Authenticator,No
Fellafeeds Private Limited,Yes
medfinin solution,No
MatchMove,Yes
ptemocktest.com,No
TronX Motors,No
Learning Paths,No
Satori Clothing,No
Lensfit International PVT LTD,No
Medikabazaar,Yes
FarmYaari,No
Payments2.0( Rijndlpay Technologies Pvt Ltd),No
ThatMate,No
AZTECS SPORTS,No
TBD. Currently as a product at sarvasv.in,No
Brainchain Technologies Pvt Ltd,No
Clueless Monk Technologies Private Limited,No
Conscious Chemist,No
BCA Bizchain Asset Tech Pvt Ltd,No
AI on the Fly Technologies Pvt Ltd,No
Next Skills 360,No
Consights Tech Pvt Ltd,No
Elate Wellbeing,No
Gora,No
Dingg (Vrienden Tech Private Limited),No
Nestaway Technology Pvt. Ltd.,No
fleetx technologies private limited (fleetx.io),Yes
Getset Ventures,No
Truebil,No
Renzo [Renzo Solutions Inc],No
Evargro,No
METNMAT RESEARCH,No
Feoster,No
Vinspire AgroTech (I) Private Limited,No
olivedrones and agriculture technologies private limited,No
Talspo Private Limited,No
Yaarana,No
iCarry,No
Non,No
Idea Transport World Private Limited,No
QNu Labs,Yes
InfoTimer Technologies Pvt Ltd,Yes
Expertrons,No
airtel,Yes
Same Day Dentistry,No
Easyleases Technologies Pvt Ltd,No
AlgoShack Technologies Private Limited,No
Avadna Services Private Limited,No
CanceRX,No
Pepstyle Fashion Pvt Ltd,No
GuideRatna Travel & Tourism Pvt. Ltd.,No
PURSHO,No
Fibroheal Woundcare Pvt Ltd,No
Reader's digest India today,Yes
N7,No
Sunstone Eduversity,No
C .coy,No
Glamoras,No
Arihant Engineering consultancy,No
LotusPay,Yes
Focus,No
Teacher Jobs India,No
Chokocukies - Cake Delivery,No
Culture CoLab,No
DIGISAS PVT. LTD.,No
ANALYTIQ SPORTS TECHNOLOGY PRIVATE LIMITED,No
Primechain Technologies Pvt. Ltd.,No
Pearnode Technology Solutions Private Limited,No
PlexusSquare Software Solutions Pvt Ltd,No
Gega Marketing technologies Pvt Ltd,No
Sunshy Group Of Companies,No
SHIONA fabriarts private limited,No
Kanaada Phonetics pvt ltd,No
The Akshay Words Company,No
Mechy,No
WeHeal,No
Amyrah design inc/Tiara couture,No
WeHeal,No
Adjuction Adtech Media Pvt. Ltd.,No
CALLUZ TECH INDIA PRIVATE LIMITED,No
SQUATS Fitness Private Limited,No
AIMONI ROBOTICS,No
KRAFTINN HOME DECOR INDIA PRIVATE LIMITED,No
HireMindz -Signio GlobalTech Solutions(opc)Pvt Ltd,No
Orcablue.ai,No
HireMindz -Signio GlobalTech Solutions(opc)Pvt Ltd,No
GLT INDIA,No
Aakruthi3D,No
ZiffyTech,No
FlexiLoans,No
Digital Vision Institute,No
Taxir Aviation,No
Samagra Empowerment Foundation,Yes
Cartoon Mango Studios,Yes
Atsuya Technologies Pvt Ltd.,Yes
Vertical Dots Technologies,No
Vyapar,No
Energos,Yes
Rdcare@intoday.com,No
IBA CRAFTS PVT LTD,No
Nothing to something,No
MoneyTap,No
Greenturn Idea Factory,Yes
Fintelligence Data Science Pvt. Ltd.,No
Triton Foodworks,No
Workozy,No
Detect Technologies Private Limited,Yes
Valorem Stack Private Limited,Yes
Newfang Networks,No
Motion,No
Wagr,No
Zetrica motors Pvt.ltd,No
Attentioun Digitek Private Limited,No
Newfang Networks,No
Plutomen Technologies Pvt Ltd,No
Unicornready,No
Codilar,No
RezLytix Technologies Private Limited,No
PexiScore.com,No
Technorip Innovations Pvt Ltd,No
BOT Shreyasi,No
GAAPSHOP PVT LTD,No
outbuds,No
SAP,No
Sibling Technology Pvt lTd(Recrutist),No
NorthEast guide,No
ReferHire.com,No
Samsung,Yes
Superwise Solutions Private Limited,Yes
Coastal Aquaculture research institute(Aquaconnect),No
Zyme Technologies Pvt.  Ltd.,No
Pawsper,No
NAS Mycotech Pvt. Ltd.,Yes
TalenTECH Solutions Private Limited,No
SAI SOLAR ANALYTICS INDIA,No
Studio,No
HiringAlerts,No
Qogno Digital Infrastructure Pvt. Ltd.,Yes
Cloudphysician Healthcare,No
Ayurooms,No
DealShare,No
ENTHARAM,No
Nuronics Labs Pvt Ltd,No
agroson,No
Loyal Packers and Movers,No
Vhh,No
AI ON THE FLY TECHNOLOGIES PVT.LTD.,Yes
Howdy Ventures,No
THCPS Harvesting Crops Protective System Pvt ltd,No
Officesmart,Yes
Sahayata Global Assistance Private Limited,No
Nakshhousingservices,No
Kiot Innovations Pvt Ltd,No
MedTravo,No
QuizNext,No
Qbera,No
ePayLater,No
Borne Technologies Private Limited,No
WebCuits Technology Private Limited,No
Religious Guardian Services Pvt Ltd,No
Kipstay,No
Credochain Technologies Private Limited,No
HappyShappy,No
Suraitech Innovations LLP,No
NJT Network Private Limited,No
Xhcckuc,No
Engage Apps,No
Paxcom India Pvt Ltd,No
Right Side Business Solutions Private Limited,No
Candere by Kalyan Jewellers,No
iDream Education Pvt Ltd,No
TryBuy,No
AVINASHH,No
Boss,No
Blackstraw,No
M.p.b,No
Nil Digital Enterprises Pvt. Ltd,No
Mouve,No
Guest Delight International,No
Umwelt Peopletech Solutions Private Limited,No
Pupkart,No
Sangita enterprise,No
HouseItt,No
Tagmango Private Limited,No
Classique International Inc.,No
"Little SaaS, Inc",No
Whalemart.in,No
Cloudstrats,No
Aromessence Solutions Private Limited,No
Well,Yes
3rdFlix,No
Asistmi Solutions Private Limited,No
No,No
GoodFlow,No
SOZO Technologies,No
CISAPP ONLINE PVT LTD,No
Docle pte. Ltd,Yes
Amara breweries pvt ltd,No
Qzense Labs Pvt. Ltd,Yes
Probus Smart Things Private Limited,No
House wife,No
SCIKEY,No
Rag Innovations,No
Organo fresh,No
7Prosper,No
Collegekhabri,No
CRIO Digital,No
Dissolved Oxygenplus LLP,No
Keducon E-Learning Pvt Ltd,No
CrisisCode,No
DRO-BOTIC SOLUTONS LLP,No
Incubig,No
Asatvinayaka,No
Matisoft Cyber Security Labs,Yes
Alpha Storm Esports,Yes
Eventuate Innovations Pvt Ltd,No
MatrIoT Solutions Private Limited,No
Pepper,Yes
ACSZ TECH PVT LTD,No
Pocet Aces Pictures Pvt. Ltd.,No
Graphnile,No
TechScru,No
Studio 31,No
jio,No
no,Yes
iBoson Innovations,Yes
Mindcrescent Wellness Ventures Private Limited (Trading as InnerHour),No
ENSOWT,No
Phapa Technologies Pvt. Ltd.,No
No,No
Pick My Cart,No
GoMechanic,No
vmedulife pvt ltd,No
Javis Technologies Private Limited,No
TSPL,No
DoctorC,No
Schillings Air,No
MyPetrolPump,Yes
Growup,No
Cub McPaws,No
Ebutor Distribution Pvt Ltd,Yes
Mirrorloops Labs and Studios OPC Pvt. Ltd.,No
LightSpeedAI Labs Private Limited,Yes
Digi-Prex,No
Lytport,No
H.K Office Solutions,No
Embright Infotech Pvt Ltd,No
BazarCast,No
Evlogia Eco Care Private Limited,Yes
IGNITED MIND EDUCATIONAL SERVICE,No
Shaale Pvt. Ltd.,No
Sameeksha,No
earn upi,Yes
Sandeep  air,No
Sendecom,Yes
SuperBolter,No
"Podd, Inc.",No
Myraa Technologies,No
HARDWARE AND AGENCY,No
Learning Matters Private Limited,No
ScoutMyTrip,No
ConceptOwl,No
PITTI lamination limited,Yes
Tanuj Astroseer,No
Sohanverma,Yes
Piltover Technologies,No
CISAPP ONLINE PVT LTD,No
Biofi medical healthcare india private limited,Yes
Impact Guru Technology Ventures Pvt. Ltd,No
Impact Guru Technology Ventures Pvt. Ltd,No
Cueclad Media Private Limited,No
LUCID,No
Mentzo Technologies Private Limited,No
Rlight,Yes
YetloSocial (Muviereck Technologies),No
Hdfc,No
Waaris Green Labs Pvt. Ltd.,No
CROSSFORGE SOLUTIONS PRIVATE LIMITED,No
HireMindz -Signio GlobalTech Solutions Pvt Ltd,No
Shilvio,No
Aitrillion.com,No
AlienHu,No
SIKCO Engineering Services Pvt Ltd,No
Brand buzzar,No
Aditya Birla,Yes
Nupay (Entellus Business Solutions Pvt Ltd),No
Multplyr,No
GrowRich Biotech,No
..,No
Apnimaa Foodtech Pvt Ltd,No
Hubhopper,No
DigiQAL Technologies (OPC) Private Limited,No
Chaze online solutions Pvt Ltd,No
I Ree Construction India Pvt. Ltd.,Yes
Perpule,No
Augtraveler,No
New Startup,Yes
Sweet magic,Yes
Pragyaam Data Technologies Pvt Ltd,No
Shipskart,Yes
WA2COOK,No
SVOI Healthcare and Research LLP,No
Srs,Yes
Innoweave Biocare,Yes
I phone,Yes
BridgeLabz Solutions,Yes
Traveltoolsonline.com,No
SAP,No
Vestige,Yes
Deftouch,No
Recimart,No
OE Nagaland,No
peAR,Yes
Tvasta Manufacturing Solutions Private Limited,No
Mumma Diaries,No
Samespace Inc,No
Ithaka,No
Spark Electronics,Yes
Lazy Co.,No
ProYuga Advanced Technologies Limited,No
Q-frog Labs,No
ProYuga Advanced Technologies Limited,No
Blueleaf Cyberspace SystemsPvt Ltd,Yes
Symmetriq,No
eMotion Motors,No
SUVIES,No
Krediloans Fintech Pvt. Ltd.,No
Nucleon,No
AURA Education,No
Skillskonnect Global Pvt Ltd,Yes
UnboxRobotics Labs Private Limited,Yes
Cogent E-Services Pvt Ltd,No
Invacia Labs Private Limited,No
Mobifarm,Yes
Olcademy (OPC) Private Limited,No
SaInnova,No
Shiplyst,Yes
Muscles and Wellness,No
SAP,No
LOKACI,No
Igbo Healthcare - MakeMy DOC,No
TechWily Technologies,No
Vernac Language Technologies Pvt Ltd,No
HelloSivi,No
GoPrac Pvt ltd,No
Planetworx Technologies Pvt. Ltd.,Yes
TapChief,No
MobiGarage,No
VEDALABS,Yes
LenDenClub,Yes
Yourstory,No
IamHere Software Labs,No
Ornaz Jewellery Pvt. Ltd,No
CISAPP ONLINE PVT LTD,No
PushEngage,No
SAP,No
TechForce.ai,No
Artivatic,Yes
Truhealthkare PHS LLP,No
ION Energy,Yes
Woovly India Pvt Ltd,No
StackRaft Inc,No
loopworm,No
Digisepio,No
ByBuy,No
MyWays,No
AarogyaAI Innovations Pvt Ltd,No
NoBroker Technologies Pvt Ltd,Yes
ExtraaEdge,Yes
"SpaceBasic, Inc.",No
Suzami Tech Private Limited,No
Sigmapeiron Software Technologies Pvt Ltd,Yes
ExtraaEdge,Yes
Engineering & Environmental Solutions,No
Loanwiser,No
Tensor Fields / Virinchi Ltd,No
DronaMaps,No
Dockabl,Yes
Commutec,No
GetNatty Designtech Private Limited,No
ROBOCHEF,No
Rana Brothers Private Limited,No
MealEazy,No
RevFin,No
Vinaithitpam Educational Services Private Limited,No
Vinaithitpam Educational Services Private Limited,No
MealEazy,No
NebulARC Technologies Pvt Ltd,No
wowladdus pvt ltd,Yes
MealEazy,No
Aeromobix Systems Pvt Ltd,No
RITIKA VENTURES PACKAGING,No
Praying Mantis Pvt Ltd,No
GlitzBlitz Promotions Private Limited,Yes
SmartyList,No
Lonely Cloud Consulting Pvt Ltd,No
NewsReach,No
TrustVardi.com,No
Nimray- solar,No
Freelancing,No
BCA BIZCHAINASSET TECH PVT.LTD,No
DESKNEED,No
Aerizone Creative Labs Pvt.Ltd,No
Vyazhan Technologies Private Limited,No
Waffor Retail Solutions Private Limited,No
Quirqstation Retail Pvt Ltd,No
Jhutpat,No
Wearberry Soft Solutions India Pvt Ltd,No
HYDROTEC SOLUTIONS PRIVATE LIMITED,No
`,Yes
Qualitas Technologies,Yes
Burloe Retail India Private Limited,No
Online Mediconsult Pvt Ltd,No
Eat Rightly Services Pvt Ltd,No
Starvelater Food Services Pvt Ltd,No
Goomi Technology,No
Xplore Away,No
Vendorboat,No
Autoshed,No
Floatbot,No
Bagpack Travel Solution,No
Edgistify,Yes
Edgistify,Yes
PerspectAI (Loop Reality Pvt Ltd),Yes
CubHubs,No
Grey Box Technologies Pvt Ltd,Yes
Cellestial E-Mobility private limited,No
Fedo,No
PrepBytes Technologies,No
Saivta sans,Yes
ULTRABOT INNOVATIONS,No
vogueme technologies pvt. ltd.,No
Insart Inc,No
RAMSON TECHLABS,No
TATTVa.puresoul by Gauri,No
Vajro,No
DigiMoxe Technologies Private Limited,No
One Wallet Solutions Pvt Ltd,No
Trilot Solutions private limited (Fatkat),No
Pick My Cart,No
Laxmicoin,No
Nil Digital Enterprises Pvt. Ltd,No
Jesse Service's,Yes
STUMAGZ,No
Bulk MRO Industrial Supply,Yes
Tishya’s Medical Device Development Solutions pvt ltd,No
Xoxoday,Yes
Vaahan India,No
Nutritotal India Private Limited,No
XIPHIAS Studios Pvt Ltd,No
Skyber Enterprises Private Limited,No
Jigydi Home Care Services Pvt Ltd,No
Iradium Automobiles Private Limited,Yes
Energyly,No
Aleta technologies,No
Bon Credit,No
Analyttica Datalab,No
Counfreedise Retail Services Ltd,No
WEGoT Utility Solution Pvt Ltd,Yes
Redd Experience Design,No
DOQFY Internet Pvt Ltd,No
Startupvisors,No
OncoStem Diagnostics Pvt Ltd,Yes
QykXpress (A Karvy Next Limited Company),Yes
Picxele,No
OormaniAngadi.com,No
Femora India Pvt. Ltd.,No
Chakraview Solutions Pvt Ltd.,No
SCHATZ CONSULTING,No
Hugz Software Technologies Private Limited,No
Coorgle India Pvt Ltd,No
LEAMIGO PRIVATE LIMITED,No
BABAI,No
Edgecraft Solutions Private Limited (Presolv360),No
Eyedentify Systems Pvt Ltd,No
Digital AgriMedia,No
Safehur,No
Chqbook.com,No
DAILYKAART,No
SarkariResult123.com,No
Snapy Inc,No
UDGHATA TECHNOLOGY PRIVATE LIMITED,Yes
RAHA Innovations,No
Finteglaw Knowledge Solutions P. Ltd.,No
SchoolSkies - Botcode Pvt ltd,No
NexConnect Ventures Pvt Ltd,No
Aurum Wellness,No
GuideRatna Travel & Tourism Pvt. Ltd.,No
Brahmaputra Fables,No
Your,Yes
CloudSEK,Yes
Ante Air Logistics,No
Mayur Internet LLP,No
College Knowledge,No
YourEngg,Yes
Sleeping8,No
Travographer,No
SAP,No
SAP,No
Linkeddots Engineering Solutions Private Limited,No
PodPitara,No
SAP,No
SAP,No
Vindiata Consultig Pvt Ltd,No
3not robotics pvt ltd,No
Kaleidofin,No
SAP,No
Cleantech Water,No
QuaQua Experiences Pvt. Ltd.,No
SAP,No
CG pvt ltd,Yes
Entra Mechatronics Pte Ltd,No
Theneredcoders & The Calcutta Fitness Studio,No
EpVi lighting technology llp,No
Varnaaz Technologies,Yes
G-Agate,No
MurmurDapp,No
Oreops Framework pvt ltd,No
WhiteNine Innovations Pvt. Ltd,No
Vidcare Innovations,Yes
infySEC solutions private limited,No
peAR,Yes
Robokart,No
"Essmart Global, Inc",Yes
AuthMetrik,No
Tacnik Technology Pvt. Ltd.,No
Silverdot,No
Sun up agro foods Pvt ltd,Yes
VenueMonk,No
Blue Sky Analytics,No
Sustenance's Growth Cultivation Pvt. Ltd.,No
LitmusWorld,Yes
The Book Cafe,No
SAP,No
SAP,No
Adapt.io,No
Amicus,Yes
Zixana,No
CTONS INNNOVATIVE SOLUTIONS PVT LTD,No
FITTRACTIVE,No
Blackfrog Technologies Pvt. Ltd.,Yes
Docttocare,No
SAP,No
SAP,No
Dailykaart,No
CoreStack,Yes
Piquor Technologies Pvt Ltd,Yes
My Selfless Act,No
PharmBlock,No
Digicuro,No
Adapt,No
Himachal. Laghu. Udyog. Kalyan. Sangh,Yes
Smartuitions,No
FOSHO TV,No
SAP,No
SAP,No
Meri DIet,No
Tan90 Thermal Solutions Pvt. Ltd.,No
Tablespace technologies pvt ltd,Yes
SAP,No
Yulu Bikes,No
Ice Labs,No
Healthcult,No
Social networking,Yes
Trade Kuteer,No
SelectDine,Yes
Neetech,No
AmplifyMart (Amplify Energy Innovations Pvt Ltd),No
Vestige,Yes
Rail Analysis Indi,No
AMRIT,No
Navia Life Care,Yes
Avishkaar,No
Slamtrade,No
Stellarslog Technovation Pvt Ltd,No
Infinitum Learning Pvt Ltd,No
Logisy,No
Vlift Technologies Pvt Ltd,No
Volvere,No
IntellyZen,No
The Purchase House,Yes
HungerBox,No
wings for talent,No
Ossus Biorenewables Private Limited,Yes
TransportSimple (Indersons Services Pvt. Ltd.),No
Qandle,Yes
Easy Home Finance Limited,No
HumbleShit,No
Burosys Furniture Pvt Ltd,No
Startupvisors,No
Colive,No
Vawsum Schools Pvt. Ltd.,No
SkillSchool,No
Mahalakshmi pharma,No
FlyNava Technologies,No
Innoshack Technologies India Pvt Ltd,No
Mindfarm Novatech Pvt Ltd,No
PadCare Labs,Yes
REConnect Energy,Yes
Capbridge Technologies Pvt. Ltd,No
Squad,No
Elligius Technologies Pvt Ltd,No
Ilava,No
FlexiLife,No
TTSIO 7 Private Limited,No
ProBano,No
Coologeex Technology Solutions P Ltd,No
KidzByte Mediatech Pvt. Ltd.,No
Klenty,Yes
Newt Electric Mobility,No
Startupwala Pvt. Ltd.,No
Secondhandkart,No
Machining Software Pvt. Ltd,No
Crazy Cub Animation Studio Pvt Ltd,No
Nerve Solutions,No
MAD-learn,Yes
Nreach Online Services Pvt. Ltd.,No
INSTAVERITAS,No
Cobra Online Services Pvt. Ltd.,No
MEESHOO COMPANY,No
ChiefEx Technologies Pvt Ltd,Yes
VdoCipher Media Solutions Pvt Ltd,Yes
Atlantech online sevices private limited,No
LJS SNACKYS,Yes
Coologeex Technology Solutions P Ltd,No
FocaLength,No
Shoppinpal,Yes
Alchetron Technologies Pvt. Ltd.,No
R4U INDIA FASHION CLOTHING & ACCESSORIES CO,No
Smart City Solutions,No
Photomagic,No
ALGOTRAK PVT LTD,No
HPL Orbit Technosolutions Pvt Ltd,Yes
KoineArth,Yes
Toutoll Technologies (OPC) Private Limited,No
Neelitech,No
MuSlate Online Services,No
RIVOT MOTORS India Pvt Ltd,No
Neurotech Labs Pvt Ltd,No
Stylumia Intelligence Technology Pvt Ltd,No
Fandoro Technologies Pvt Ltd,No
Fanbash Fantasy Sports Private Limited,No
PiChain Innovations Pvt Limited,Yes
KAFM CORPORATE CONSULTANT LLP,No
Brain stem technologies Pvt LTD,No
CLAP,No
MediAider,No
Fortune Four,No
Approgramme,No
Approgramme,No
Evomata Innovations (OPC) Pvt Ltd,No
KOBYBO,No
Ivety Solutions,No
Codeinks Software Pvt.Ltd,No
Dot Net Tricks Innovation Pvt. Ltd.,No
Savvy studio,No
MIFON Labs PTE Ltd,Yes
elasticfox,No
Seculabs Inc.,No
FlexiMC Solution PVT LTD,Yes
Edument Consultancy Pvt. Ltd.,No
Nearby grocer,No
Emunocare.com,No
iMature EdTech Pvt Ltd,No
Fortune4U,No
Kazaya Private Limited (Larder),No
numPlorer Fintech Pvt. Ltd,No
Reignsys SofTech Private Limited,No
Techvantage Systems,No
Avianco Technologies Pvt Ltd,No
CompAcademy,No
Kstar,No
Traxof Technologies Private Limited,No
Rockmetric,No
AShield Technologies,No
Acmerose Internationals private limited,No
CASA Tech,No
HookoluPay,No
Dipitr Technologies Pvt Ltd,No
Go4Life,No
Trigya Health Products Pvt. Ltd.,No
Deta AI Pvt Ltd,No
Blitz Gaming (Blitz-zone E-Gaming Pvt Ltd.),No
UnYoung India Pvt. Ltd.,No
Cityfilters pvt.ltd,No
Wishbook Infoservices Private Limited,Yes
Jupicom Technologies Private Limited,No
Adopt Healthcare,No
IoTfy Solutions Private Limited,No
Ardberry Technology Private Limited,No
Fabulyst Private Limited,Yes
Fwdparcel Logistics Private Limited.,No
Augniscient Pvt. Ltd.,No
Tenzai Systems Private Limited,No
Chizel,Yes
Tenilo Revolutions Pvt. Ltd.,No
Grozip,No
Symbionic,No
DeepSource,Yes
microchip payments pvt ltd,Yes
Browee,No
S 4 FOODS,No
Oye! GymWali,No
CDSpace Robotics Pvt Ltd,No
FoxSense Innovations,No
Agrahyah Technologies,No
iDeviceGuide,No
Pax Credit,No
Magenta Connect Pvt Ltd,No
AM Prototyping Labs Pvt Ltd,No
Memcorp Immersive Learning,No
Azosis Technologies Private Ltd,Yes
ROSM Global Services Pvt Ltd,No
Razorops,No
Phil Technologies Private Limited,No
360Pano,No
OrangeSlates.com,No
Hcl,No
Sertify,No
Snapper future tech pvt ltd,No
Wonderslate Technologies Pvt Ltd,No
The Trial Box,No
Catalyst Group,No
OXYFIND,No
Marvel Technologies Private Limited,No
eSwiftSoftware,No
BBC Enterprise,No
MiStay,No
Ciphercode.co,No
Zealthy,No
Prayash e-commerce Pvt ltd,No
Language Curry,No
Mokart,No
Sorted AI,No
Ranjit engineering corporation,No
Ajooni's creative line,No
eDealCart,No
Aiyo Labs,Yes
Abda Digital,No
Stuffpie,No
Gy3 Design,No
Hignosis IT Solutions Pvt Ltd,No
DESIGNCUT,No
Tenx Financial Solutions,No
MSMEOnline.in,No
TalentServ Sports Pvt. Ltd.,No
Gemicorn Technologies Private Limited,No
iGenius,No
